Timestamp,ViewerBot,MapID,MapName,Player,ItemName,Quantity,Rarity
2026-02-19 15:48:25,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:48:29,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Robes,1,Unknown
2026-02-19 15:48:30,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Flatbow,1,Unknown
2026-02-19 15:49:56,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Falchion,1,Unknown
2026-02-19 15:49:56,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Scout Armor,1,Unknown
2026-02-19 15:50:44,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Earth Wand,1,Unknown
2026-02-19 15:50:44,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Icy Lodestone,1,Unknown
2026-02-19 15:50:53,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Air Wand,1,Unknown
2026-02-19 15:51:30,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Icy Lodestone,1,Unknown
2026-02-19 15:52:23,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shiverpeak Key,1,Unknown
2026-02-19 15:52:25,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Sage Outfit,1,Unknown
2026-02-19 15:53:13,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Avicara Fierce Vest,1,Unknown
2026-02-19 15:53:47,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 15:53:49,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 15:53:49,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Avicara Brave Armor,1,Unknown
2026-02-19 15:54:20,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Raven Staff,1,Unknown
2026-02-19 15:54:21,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shiverpeak Key,1,Unknown
2026-02-19 15:54:43,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 15:54:45,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Cane,1,Unknown
2026-02-19 15:55:26,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Flamberge,1,Unknown
2026-02-19 15:55:27,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Storm Artifact,1,Unknown
2026-02-19 15:56:43,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Vial of Dye [Pink],1,Unknown
2026-02-19 15:56:43,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Icy Lodestone,1,Unknown
2026-02-19 15:57:50,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shiverpeak Key,1,Unknown
