Timestamp,ViewerBot,MapID,MapName,Player,ItemName,Quantity,Rarity
2026-02-19 16:05:48,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Warlord Shield,1,Unknown
2026-02-19 16:06:32,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Composite Bow,1,Unknown
2026-02-19 16:07:23,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shiverpeak Key,1,Unknown
2026-02-19 16:07:24,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Fire Staff,1,Unknown
2026-02-19 16:08:41,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 16:08:44,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Bone Staff,1,Unknown
2026-02-19 16:09:05,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Raven Staff,1,Unknown
2026-02-19 16:09:06,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 16:09:07,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 16:09:29,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shortbow,1,Unknown
2026-02-19 16:09:30,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 16:09:36,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Avicara Fierce Vest,1,Unknown
2026-02-19 16:09:59,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Cane,1,Unknown
2026-02-19 16:10:01,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Deadly Cesta,1,Unknown
2026-02-19 16:10:02,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Avicara Brave Armor,1,Unknown
2026-02-19 16:10:02,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Feathered Avicara Scalp,1,Unknown
2026-02-19 16:10:37,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Cane,1,Unknown
2026-02-19 16:10:37,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Shiverpeak Key,1,Unknown
2026-02-19 16:10:38,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Icy Lodestone,1,Unknown
2026-02-19 16:10:48,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Armor,1,Unknown
2026-02-19 16:11:12,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Earth Staff,1,Unknown
2026-02-19 16:11:13,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Warlord Shield,1,Unknown
2026-02-19 16:11:19,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Truncheon,1,Unknown
2026-02-19 16:11:20,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Truncheon,1,Unknown
2026-02-19 16:15:36,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Icy Lodestone,1,Unknown
2026-02-19 16:15:37,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Raven Staff,1,Unknown
2026-02-19 16:15:48,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Bone Staff,1,Unknown
2026-02-19 16:16:42,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Beastmaster Harness,1,Unknown
2026-02-19 16:16:44,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Armor,1,Unknown
2026-02-19 16:16:44,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Shield,1,Unknown
2026-02-19 16:17:06,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Accursed Icon,1,Unknown
2026-02-19 16:17:14,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Fellblade,1,Unknown
2026-02-19 16:17:14,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Scout Armor,1,Unknown
2026-02-19 16:17:21,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Dwarven Sage Outfit,1,Unknown
2026-02-19 16:19:00,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Beastmaster Harness,1,Unknown
2026-02-19 16:19:01,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 16:19:03,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Axe,1,Unknown
2026-02-19 16:19:06,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Fiery Dragon Sword,1,Unknown
2026-02-19 16:19:08,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Fellblade,1,Unknown
2026-02-19 16:19:12,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 16:19:14,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
