Timestamp,ViewerBot,MapID,MapName,Player,ItemName,Quantity,Rarity
2026-02-19 15:40:57,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:40:57,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:40:58,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:40:59,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:41:00,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:41:00,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Deadly Cesta,1,Unknown
2026-02-19 15:41:03,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Deadly Cesta,1,Unknown
2026-02-19 15:41:03,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Hammer,1,Unknown
2026-02-19 15:41:03,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Deadly Cesta,1,Unknown
2026-02-19 15:41:03,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Summit Hammer,1,Unknown
2026-02-19 15:41:04,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Deadly Cesta,1,Unknown
2026-02-19 15:41:04,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Summit Hammer,1,Unknown
2026-02-19 15:41:05,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Deadly Cesta,1,Unknown
2026-02-19 15:41:05,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Summit Hammer,1,Unknown
2026-02-19 15:41:06,FEATURE DISABLED,92,Tasca's Demise,Mesmer Jedan,Summit Hammer,1,Unknown
2026-02-19 15:43:29,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Warlord Shield,1,Unknown
2026-02-19 15:43:30,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Warlord Shield,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Warlord Shield,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Fellblade,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Stone Summit Badge,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Hammer,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Warlord Shield,1,Unknown
2026-02-19 15:43:33,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Fellblade,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Hammer,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Warlord Shield,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Fellblade,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Hammer,1,Unknown
2026-02-19 15:43:34,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Fellblade,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Stone Summit Badge,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Stone Summit Badge,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,Mesmer Cetiri,Summit Hammer,1,Unknown
2026-02-19 15:43:35,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Fellblade,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,Dupljakus D,Stone Summit Badge,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,Mesmer Tri,Stone Summit Badge,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,FEATURE DISABLED,Summit Hammer,1,Unknown
2026-02-19 15:43:36,FEATURE DISABLED,92,Tasca's Demise,Trovacica Dusa,Stone Summit Badge,1,Unknown
